datetime,timestamp,close,volume,sma,std,bb_upper,bb_lower,rsi,avg_volume,volume_spike
2025-04-04,1743724800,13.7068,4508564296.71,13.588909999999998,0.05144488005827233,13.691799760116544,13.486020239883453,89.31190014082335,3967948320.5155,False
2025-04-08,1744070400,13.6925,4604947257.17,13.59715,0.05424661522304753,13.705643230446094,13.488656769553904,81.94824598282455,4023579312.4505005,False
2025-04-09,1744156800,13.6756,4680133592.99,13.604054999999999,0.0550377427914554,13.71413048558291,13.493979514417088,74.16568687603773,4081127712.1399994,False
2025-04-10,1744243200,13.667,4427517242.78,13.610174999999998,0.054883607705181824,13.719942215410361,13.500407784589635,70.49668534558641,4123709499.2574997,False
2025-04-11,1744329600,13.6666,4530687885.44,13.61601,0.05433897409100216,13.724687948182003,13.507332051817995,70.322430459148,4170428497.1695,False
2025-04-16,1744761600,13.6871,4413359908.12,13.622829999999999,0.05427023125065379,13.731370462501307,13.51428953749869,73.88515520300737,4208214819.0045004,False
2025-04-17,1744848000,13.6941,4529680578.55,13.629655,0.054218247802158726,13.738091495604317,13.521218504395682,74.98925767679751,4250560578.8079996,False
2025-04-18,1744934400,13.7073,4572455890.11,13.63728,0.053859178956740514,13.744998357913481,13.52956164208652,76.96684612823653,4294681258.6659994,False
2025-04-21,1745193600,13.7139,4766883103.06,13.645329999999998,0.05260078146307139,13.75053156292614,13.540128437073855,77.90745645565684,4347590399.979501,False
2025-04-22,1745280000,13.6988,4814916287.04,13.651935,0.050457822668249795,13.7528506453365,13.5510193546635,70.78521661474619,4390181222.266,False
2025-04-23,1745366400,13.6973,5315194911.46,13.657540000000001,0.04885529007610691,13.755250580152214,13.559829419847787,70.09964569614527,4457254743.1195,False
2025-04-24,1745452800,13.6813,5384538284.18,13.661935,0.04668721536938005,13.75530943073876,13.568560569261239,63.08145840550755,4524470501.363,False
2025-04-25,1745539200,13.6972,5406930806.56,13.667679999999999,0.043320113233067996,13.754320226466135,13.581039773533863,66.65427795221589,4591211543.698999,False
2025-04-28,1745798400,13.6989,4955171990.62,13.673935,0.037721099428632665,13.749377198857266,13.598492801142735,67.02175529034619,4632317479.477,False
2025-04-29,1745884800,13.6995,4998184793.46,13.679815,0.031226157641505468,13.74226731528301,13.617362684716989,67.15931449693701,4671349835.0905,False
2025-04-30,1745971200,13.6986,5496633586.85,13.685419999999999,0.022411524291135177,13.730243048582269,13.640596951417729,66.70981644484037,4733459025.8855,False
2025-05-02,1746144000,13.6854,5551097120.78,13.688134999999999,0.01841790533262702,13.724970810665253,13.651299189334745,60.33182241154666,4800347654.6745,False
2025-05-06,1746489600,13.7043,5533216194.02,13.691419999999999,0.014576354320016388,13.720572708640033,13.662267291359965,65.42847935230446,4862356842.095,False
2025-05-07,1746576000,13.7215,5001088857.8,13.694455,0.014179172086272507,13.722813344172545,13.666096655827454,69.29486753315808,4896392529.938499,False
2025-05-08,1746662400,13.7207,5287600807.63,13.69572,0.01534829323614366,13.726416586472286,13.665023413527713,68.90884896898066,4938940169.7665,False
2025-05-09,1746748800,13.7084,5844691980.2,13.6958,0.01541311813118326,13.726626236262367,13.664973763737633,63.08962741189745,5005746553.941,False
2025-05-13,1747094400,13.6943,5838194742.93,13.69589,0.015398082587384551,13.726686165174769,13.665093834825232,57.13330833897577,5067408928.229,False
2025-05-14,1747180800,13.6865,5871500409.15,13.696435,0.01482434963513585,13.726083699270271,13.666786300729727,54.090987081985354,5126977269.037001,False
2025-05-15,1747267200,13.7001,5421136914.5,13.698090000000002,0.01311427105342284,13.724318542106849,13.671861457893156,58.264050513726886,5176658252.622999,False
2025-05-16,1747353600,13.7046,5447978089.86,13.69999,0.010873090878983877,13.721736181757967,13.678243818242033,59.5734787190903,5222522762.844,False
2025-05-19,1747612800,13.6959,5457480051.43,13.70043,0.010495517840312786,13.721421035680626,13.679438964319376,55.92060485639774,5274728770.0095005,False
2025-05-20,1747699200,13.6996,5494429460.51,13.700705000000003,0.010392480834440769,13.721489961668885,13.67992003833112,57.12468715469446,5322966214.1075,False
2025-05-21,1747785600,13.6917,5476359642.89,13.699924999999999,0.010456671252539834,13.720838342505079,13.679011657494918,53.74871627473232,5368161401.7465,False
2025-05-22,1747872000,13.6934,5480878366.63,13.6989,0.010009889846363128,13.718919779692726,13.678880220307274,54.373597672710126,5403861164.925,False
2025-05-23,1747958400,13.7034,5488265466.56,13.699130000000002,0.010060192527168254,13.71925038505434,13.679009614945665,57.97076814513686,5437528623.901,False
2025-05-26,1748217600,13.713,5530654928.64,13.699914999999999,0.010512262263386335,13.720939524526772,13.678890475473226,61.1383102116897,5448301624.76,False
2025-05-27,1748304000,13.7162,5628901174.48,13.70166,0.01015000129631859,13.721960002592638,13.681359997407363,62.161986617674,5460519769.275,False
2025-05-28,1748390400,13.7282,5683668329.8,13.703210000000002,0.011684127785365112,13.726578255570733,13.679841744429272,65.8001421773539,5474356645.437,False
2025-05-29,1748476800,13.7224,5696750828.8,13.704385000000002,0.012388291373606468,13.729161582747215,13.679608417252789,62.66395365294217,5511435587.346,False
2025-05-30,1748563200,13.7358,5719843470.02,13.7062,0.014166454074753707,13.734532908149509,13.677867091850493,66.62213242079564,5547518521.174001,False
2025-06-04,1748995200,13.7549,5744911906.19,13.709015000000003,0.01772379533429834,13.744462590668599,13.673567409331406,71.29365294477516,5559932437.141,False
2025-06-05,1749081600,13.7689,5817698581.66,13.71319,0.02133499472696107,13.755859989453922,13.67052001054608,74.14957714926253,5573262510.184999,False
2025-06-06,1749168000,13.7718,5869140346.11,13.716565,0.024896359382965458,13.76635771876593,13.666772281234069,74.71082925110946,5590058717.789499,False
2025-06-09,1749427200,13.7751,6347176878.89,13.719244999999997,0.028130419477843765,13.775505838955684,13.66298416104431,75.36625190809464,5657363118.844,False
2025-06-10,1749513600,13.7818,6481080289.34,13.7223,0.03142195008855865,13.785143900177118,13.659456099822883,76.68731829297904,5717037092.9295,False
2025-06-11,1749600000,13.7773,6558429417.04,13.725745,0.03352443688446536,13.79279387376893,13.658696126231069,73.82371764405468,5752723964.771501,False
2025-06-12,1749686400,13.7865,6622409083.63,13.730355,0.03526680972841899,13.800888619456837,13.659821380543162,75.81229953350974,5791934681.8065,False
2025-06-13,1749772800,13.7923,6801200379.16,13.735645,0.03626325492691184,13.808171509853823,13.663118490146177,76.99865177662625,5838419680.307,False
2025-06-16,1750032000,13.7858,6859240439.91,13.739929999999998,0.03689979460789342,13.813729589215784,13.666130410784211,72.69540660224871,5910324856.5775,False
2025-06-17,1750118400,13.7947,6984353250.36,13.744435000000001,0.03784730088407844,13.820129601768159,13.668740398231844,74.77423503379109,5987143614.6025,False
2025-06-18,1750204800,13.8072,7590420019.66,13.75,0.038512035029386264,13.827024070058773,13.672975929941227,77.37916609809663,6093790613.014,False
2025-06-19,1750291200,13.8185,7659000682.64,13.755945,0.03948723278011488,13.83491946556023,13.676970534439771,79.44554936955699,6202019174.120501,False
2025-06-20,1750377600,13.8261,8118260698.1,13.762665000000002,0.039414614908945315,13.841494229817892,13.683835770182112,80.7211183127368,6334114226.881,False
2025-06-23,1750636800,13.8209,8201100618.73,13.76904,0.037904025615943984,13.844848051231889,13.693231948768112,77.19138937268458,6470125339.486,False
2025-06-24,1750723200,13.8356,8303991889.01,13.775649999999999,0.037378131799776976,13.850406263599552,13.700893736400445,79.8710183422348,6610911660.6085,False
2025-06-25,1750809600,13.8582,8369999996.26,13.782910000000001,0.03864868623081245,13.860207372461627,13.705612627538375,83.14881537422185,6752878913.9895,False
2025-06-26,1750896000,13.8871,8479238173.25,13.791455,0.041880588079611515,13.875216176159222,13.707693823840776,86.2355146404652,6895395763.9279995,False
2025-06-27,1750982400,13.8954,8732948710.93,13.799814999999999,0.045149614150002286,13.890114228300003,13.709515771699994,86.97351417202843,7047859782.9845,False
2025-06-30,1751241600,13.8953,8874384675.56,13.80846,0.04608964263144241,13.900639285262885,13.716280714737115,86.91305144976349,7206741475.3225,False
2025-07-01,1751328000,13.9114,9024565165.2,13.817240000000002,0.04819709971618552,13.913634199432373,13.72084580056763,88.32079781586062,7371977560.0815,False
2025-07-02,1751414400,13.9033,9276804169.3,13.82466,0.049500222221716024,13.923660444443431,13.725659555556568,83.45681901405375,7548572173.2369995,False
2025-07-03,1751500800,13.89,9482458516.86,13.830715000000001,0.049726645139616665,13.930168290279235,13.731261709720767,76.05081616594056,7731810169.997,False
2025-07-04,1751587200,13.8887,9631959660.28,13.83656,0.0493057314913183,13.935171462982638,13.737948537017363,75.34699170006698,7919951135.7055,False
2025-07-07,1751846400,13.9134,9383735589.33,13.843475000000002,0.0499266606871282,13.943328321374258,13.743621678625745,79.27211842890082,8071779071.227499,False
2025-07-08,1751932800,13.9221,9403965319.01,13.850489999999999,0.05065603200949078,13.951802064018981,13.749177935981017,80.45265263321016,8217923322.711,False
2025-07-09,1752019200,13.9288,9851169545.15,13.858065000000002,0.05046244330400258,13.958989886608007,13.757140113391996,81.33432569754963,8382560329.116499,False
2025-07-11,1752192000,13.9153,10086886521.54,13.864505000000003,0.0490475223366841,13.962600044673371,13.766409955326635,74.08353926164745,8555784201.011999,False
2025-07-14,1752451200,13.9143,10196137287.69,13.870605000000001,0.04714440833058747,13.964893816661176,13.776316183338826,73.56041324619288,8725531046.4385,False
2025-07-15,1752537600,13.9277,10525431990.68,13.8777,0.04430188305370638,13.966303766107414,13.789096233892588,76.00545661968741,8908840623.977,False
2025-07-16,1752624000,13.9304,10710302815.04,13.884485000000002,0.04120427002654011,13.966893540053082,13.802076459946921,76.47747562047655,9095138102.211,False
2025-07-17,1752710400,13.9248,11002101084.8,13.890365,0.0378493450544598,13.96606369010892,13.814666309891079,73.2585264663687,9265722155.467999,False
2025-07-18,1752796800,13.9356,11096004018.62,13.89622,0.03510502438171753,13.966430048763435,13.826009951236564,75.40828554511415,9437572322.267002,False
2025-07-21,1753056000,13.9427,11278234057.01,13.90205,0.03242699492704837,13.966903989854096,13.837196010145902,76.73254365588159,9595570990.2125,False
2025-07-22,1753142400,13.9591,11356357524.17,13.908959999999999,0.02873939896084013,13.966438797921679,13.851481202078318,79.48111924148868,9753333835.4845,False
2025-07-23,1753228800,13.9684,11731912986.26,13.915600000000001,0.026119905698200923,13.967839811396404,13.863360188603599,80.86177146595918,9924729890.347,False
2025-07-24,1753315200,13.9627,11874433477.78,13.920824999999999,0.024430758761914365,13.969686517523828,13.87196348247617,77.42319786139441,10099951564.423,False
2025-07-25,1753401600,13.9628,12008321257.19,13.924610000000001,0.02479216557065598,13.974194331141312,13.87502566885869,77.44132204886496,10276405718.62,False
2025-07-29,1753747200,13.9461,12160661618.36,13.927145000000001,0.024234001233557324,13.975613002467115,13.878676997532887,67.67117715304443,10447791363.9915,False
2025-07-30,1753833600,13.9505,12287356815.81,13.929905,0.023550002234855878,13.977005004469712,13.882804995530288,68.7884629831214,10618439971.004002,False
2025-07-31,1753920000,13.9553,12531570092.04,13.9321,0.02377920365181143,13.979658407303623,13.884541592696378,70.00626905502635,10793790217.346,False
2025-08-01,1754006400,13.9524,12744739026.47,13.934555,0.023176291765476777,13.980907583530954,13.888202416469046,68.2730489388937,10967186960.2045,False
2025-08-04,1754265600,13.9679,12916058190.0,13.93845,0.02179931191571125,13.982048623831423,13.894851376168576,72.23040173186185,11138866943.8615,False
2025-08-05,1754352000,13.9732,13271384665.12,13.942675000000003,0.01974105726914582,13.982157114538294,13.903192885461712,73.44987384655644,11320838194.1035,False
2025-08-06,1754438400,13.9794,13413219364.34,13.945975,0.020102863765576785,13.986180727531154,13.905769272468847,74.84169720229863,11522312382.854,False
2025-08-07,1754524800,13.9906,13579333729.45,13.9494,0.02160060915316578,13.992601218306332,13.90619878169367,77.16997567053365,11731080803.376001,False
2025-08-08,1754611200,13.9916,13794307960.44,13.952539999999999,0.022969577133297975,13.998479154266596,13.906600845733402,77.37133840969535,11928237724.140501,False
2025-08-13,1755043200,14.0254,14008673631.64,13.958044999999998,0.026497357862293593,14.011039715724586,13.905050284275411,82.87071398721716,12124327079.6455,False
2025-08-14,1755129600,14.0619,14162351791.65,13.965425,0.0333427475740623,14.032110495148125,13.898739504851875,86.645165636999,12322637804.8435,False
2025-08-15,1755216000,14.0668,14489064414.79,13.972379999999998,0.03907436365105547,14.050528727302108,13.894231272697887,87.0574734541432,12520819426.049,False
2025-08-18,1755475200,14.0841,14722768169.84,13.980065000000002,0.045042182276267426,14.070149364552536,13.889980635447467,88.4171432628741,12721442693.789,False
2025-08-19,1755561600,14.0816,15138531718.41,13.987905000000001,0.04843497512941794,14.084774950258836,13.891035049741166,86.99485847630481,12928264225.469501,False
2025-08-20,1755648000,14.0821,15200995533.79,13.995230000000001,0.051112240783324187,14.097454481566649,13.893005518433354,87.03976172378081,13133513801.228,False
2025-08-21,1755734400,14.079,15496750394.96,14.002045,0.05279846962492867,14.107641939249858,13.896448060750144,85.07839708896881,13344439618.1255,False
2025-08-22,1755820800,14.0884,15618191843.67,14.008510000000001,0.055128022294499424,14.118766044589,13.898253955411002,86.10114919635461,13557531334.1005,False
2025-08-25,1756080000,14.1067,15778314651.78,14.015424999999999,0.05840827153929451,14.132241543078587,13.89860845692141,87.84748933073777,13759851417.3765,False
2025-08-26,1756166400,14.1042,16007988560.8,14.022499999999999,0.06022718393057937,14.142954367861158,13.90204563213884,86.2530860223435,13966529171.5275,False
2025-08-27,1756252800,14.101,16140875044.53,14.029409999999999,0.0609409368936094,14.151291873787217,13.90752812621278,84.1478229607652,14173156860.8945,False
2025-08-28,1756339200,14.1024,16430206050.03,14.037225000000001,0.059704384701868014,14.156633769403737,13.917816230596266,84.32804899810355,14386634082.478,False
2025-08-29,1756425600,14.0995,16636551965.5,14.044675000000002,0.05757126361939457,14.15981752723879,13.929532472761213,82.24222285940695,14604093839.9625,False
2025-09-01,1756684800,14.1146,16979692036.17,14.05264,0.05553915072410435,14.16371830144821,13.94156169855179,84.40518935165589,14826499937.169,False
2025-09-02,1756771200,14.1304,17082127208.2,14.061539999999999,0.052826283330583784,14.167192566661166,13.955887433338832,86.28731461914363,15043369346.255499,False
